household_id,weather_region,weather_city,weather_station,climate_zone,condition_type,temperature_celsius,humidity_percent,wind_speed_kmh,rainfall_mm,pressure_hpa,solar_radiation,dew_point,uv_index,visibility_km,cloud_cover_percent,timestamp
9996,South,Mumbai,WS01,Tropical,Rainy%,22.18533516,21.05416477,13.77417494,46.90079939,1014.394723,607.1480052,24.65957186,1.318256597,8.057702696,83.74305028,07-04-2023
3731,North,Delhi,WS02,Temperate,Cloudy%,37.22921028,36.79317181,0.38546931,9.987580428,1044.976587,365.8646441,15.8584887,3.130862385,9.717665185,8.075402935,22-06-2023
9154,East,Chennai,WS01,Tropical,Cloudy%,25.15529561,80.27044868,19.21413342,40.81804237,996.172028,333.6895867,12.37984725,9.475079491,6.119874601,73.79749621,28-10-2023
6056,West,Bangalore,WS03,Temperate,Sunny%,19.6959778,78.72642414,25.77091014,20.55232495,999.343372,966.4550916,14.51801853,11.41177323,2.557906595,24.82797395,25-11-2023
9110,North,Chennai,WS02,Tropical,Cloudy%,35.79958154,30.83106923,17.28115783,30.42253515,985.385879,929.83917,14.6037297,10.23122015,1.499053028,85.63161789,04-01-2023
4840,East,Bangalore,WS01,Temperate,Sunny%,18.19837572,53.22730627,3.928551547,41.87908955,1004.767727,115.1505288,11.17824202,11.59559128,9.826976073,44.69501783,04-09-2023
2028,West,Bangalore,WS03,Tropical,Cloudy%,33.95476548,83.06082624,22.46833236,28.60705089,1020.665985,569.9909361,12.3819198,3.968657332,9.781562599,81.06953607,06-07-2023
8385,West,Mumbai,WS01,Dry,Rainy%,17.95367061,48.38926974,6.272741961,33.68181575,995.0720539,139.3958165,13.90248325,11.2200803,2.365072929,89.79444026,16-11-2023
1502,North,Mumbai,WS02,Tropical,Sunny%,23.26715755,55.09540271,32.86797081,30.91245094,1001.935537,354.9361468,17.95715704,10.17509115,9.484659367,24.81925609,06-12-2023
7910,East,Bangalore,WS01,Dry,Sunny%,38.11902973,63.48687733,33.06046685,32.90899695,983.8950841,862.9280696,24.86241859,6.338867281,2.199908185,81.66515326,22-10-2023
7938,South,Mumbai,WS01,Temperate,Rainy%,27.2509209,26.90810733,31.57854284,14.72581166,990.3310643,402.0674208,15.01575661,6.97368713,9.855887975,14.86713785,01-11-2023
5488,South,Bangalore,WS03,Temperate,Rainy%,37.38461745,71.6882519,31.31443312,30.08245136,1047.45842,817.4468347,15.56178071,3.49064596,9.706177187,94.16898737,02-12-2023
1206,West,Delhi,WS03,Tropical,Sunny%,29.81820758,27.05676467,37.95905521,39.43371584,1018.629882,232.5683055,18.57305785,11.86212669,9.164562386,28.04287065,09-07-2023
6134,North,Delhi,WS01,Dry,Cloudy%,34.65331707,52.2599604,13.6161356,17.239554,1046.506867,874.0125484,24.8615625,9.30567566,4.267008809,20.50700097,16-10-2023
6977,North,Chennai,WS03,Dry,Rainy%,22.61817174,81.64359028,11.05728902,3.310173575,990.0502525,612.7915457,16.02677889,1.833455797,9.610077663,14.9054997,04-06-2023
8721,South,Mumbai,WS03,Temperate,Rainy%,34.95153665,54.63398154,17.77151097,15.48429237,1039.702225,416.5264168,21.16424656,5.227692086,4.820071783,89.38385445,11-05-2023
8035,North,Delhi,WS03,Dry,Rainy%,34.63397078,48.48570754,21.78344161,8.257787016,1013.999348,110.9969463,21.60802217,8.507212894,6.536049416,50.51716114,12-09-2023
2484,North,Delhi,WS02,Tropical,Sunny%,37.79833355,46.87480328,10.05029119,13.91683762,1011.332865,199.6462693,22.96888033,8.777177386,1.393842408,48.10383565,07-09-2023
8858,East,Delhi,WS01,Dry,Cloudy%,,,,,,,,,,,30-08-2023
1863,East,Bangalore,WS02,Dry,Cloudy%,39.28402433,39.62309893,15.89547732,36.25116697,986.0876601,830.7793568,20.76651297,7.494618149,5.743717729,86.32665857,21-02-2023
3790,West,Mumbai,WS03,Tropical,Rainy%,25.95717807,27.20752196,31.01343576,18.53593274,1031.158654,781.1347346,24.28330404,7.821637861,6.196476546,80.53773912,10-02-2023
8408,East,Delhi,WS03,Dry,Rainy%,17.88065389,47.34137078,37.40269621,24.93851274,1024.776175,826.7021814,17.2047135,6.277640503,7.654133323,59.40771143,08-08-2023
9755,North,Delhi,WS03,Temperate,Rainy%,25.32889673,31.31034344,39.01043747,3.351609147,1017.587363,469.6563263,11.90664397,6.746625624,2.014738501,69.02470509,21-05-2023
6116,South,Mumbai,WS01,Tropical,Rainy%,23.91113572,50.89052184,6.078869754,19.00036245,1047.382503,190.9506871,17.21681552,10.33698405,2.830011919,71.0745984,22-01-2023
7019,South,Bangalore,WS03,Dry,Sunny%,19.27882622,67.11676032,12.32132421,11.05879349,1020.078979,727.9749633,15.42186355,7.441215528,9.295588233,65.71883533,03-07-2023
2757,South,Delhi,WS02,Temperate,Sunny%,30.96482414,83.12598134,24.64255918,45.84742826,1006.932069,518.3812588,15.35262778,3.79162755,6.331089645,25.1856342,05-11-2023
8574,West,Mumbai,WS01,Temperate,Rainy%,37.12867271,85.75126178,12.6903396,45.01338301,998.4122127,312.40624,10.74265941,7.685442492,7.339467351,43.19578082,15-08-2023
7374,South,Bangalore,WS01,Temperate,Rainy%,32.79026174,76.21784971,11.21910552,15.17037314,989.5345857,191.5411576,16.90502468,3.811365184,8.465580919,31.60292929,26-12-2023
7892,East,Mumbai,WS03,Tropical,Rainy%,38.60325131,66.53766294,3.785679741,41.84001208,1013.128885,866.5871414,18.73899361,6.827311204,4.016549029,7.111631759,27-07-2023
2678,East,Delhi,WS02,Dry,Rainy%,33.12289484,88.5342678,9.906696341,40.65483817,986.3408126,166.6737322,16.88799046,5.117142272,9.571256335,86.08355503,30-08-2023
4242,North,Mumbai,WS02,Temperate,Rainy%,25.17640392,66.79259423,39.08019332,4.569017948,1049.313197,836.9302331,15.04858436,10.95032553,9.919174839,56.54780772,25-10-2023
5636,West,Chennai,WS02,Dry,Rainy%,34.72948109,79.90491903,31.9399021,17.1346551,1034.237303,584.7178778,12.51728179,5.239827885,9.028541483,36.18868253,10-06-2023
2059,South,Mumbai,WS01,Dry,Rainy%,35.58665683,50.5116843,22.77662662,27.93262958,1045.723335,133.4547241,22.99415509,10.62766545,8.569191054,42.15638331,25-10-2023
7668,North,Chennai,WS01,Dry,Cloudy%,29.85842389,77.94173502,2.67338722,35.92854226,995.854412,988.1678887,23.39135424,10.53524332,7.328451811,78.09301708,18-04-2023
4157,South,Bangalore,WS02,Tropical,Cloudy%,19.23630842,74.92733615,35.53420079,42.29265757,992.74127,940.8850891,22.71420656,11.9570344,8.436392366,69.26687281,27-08-2023
6915,South,Chennai,WS01,Temperate,Cloudy%,23.57978092,63.57671864,27.10457835,45.3753597,1031.428041,927.9767826,18.77921492,3.665594959,5.951571759,87.84600555,14-10-2023
3693,North,Bangalore,WS01,Dry,Sunny%,36.68500018,75.08383446,11.67329569,4.221296428,1026.165598,209.3110173,18.29757799,4.993928284,1.25614244,95.79062237,20-01-2023
4627,East,Mumbai,WS01,Temperate,Rainy%,15.11423403,51.39007803,6.888115601,19.99748541,1006.406213,687.608253,19.33778409,11.74260024,6.930325533,45.87519309,27-05-2023
6450,North,Chennai,WS01,Temperate,Sunny%,24.9737577,37.49745938,28.5630064,35.70993876,983.854922,486.410504,12.08978364,10.01418816,5.296413128,66.39885933,21-03-2023
2663,West,Chennai,WS02,Dry,Rainy%,21.96816917,77.81020326,30.4709391,46.56600161,985.8485353,263.0612765,19.31579731,6.001790545,7.990608905,60.63208311,15-05-2023
6592,North,Delhi,WS03,Dry,Cloudy%,35.73213887,67.10529236,10.17514074,41.78929951,1044.335699,995.8406249,10.69730886,10.07505038,7.241911338,1.549053468,07-08-2023
8392,South,Mumbai,WS01,Dry,Cloudy%,29.51495851,61.97042266,3.740553045,46.34726365,987.7852371,714.8698049,11.04486318,1.561651105,5.765945473,61.00940832,15-11-2023
2306,East,Mumbai,WS02,Dry,Cloudy%,24.45848903,29.23965772,3.223925315,2.634318546,1038.704953,120.5411034,14.32024798,5.277578113,7.352351838,19.06015064,18-07-2023
7776,North,Chennai,WS03,Dry,Cloudy%,21.02660941,60.13835568,39.6605726,33.89579373,1036.872113,584.1049699,18.55642606,7.261190862,1.120073568,21.06455105,24-10-2023
6864,East,Mumbai,WS02,Tropical,Sunny%,29.80332144,89.83330065,0.878977686,10.46970788,983.2943691,607.879266,17.1785999,6.196215316,1.139070387,70.55700766,18-09-2023
8526,East,Bangalore,WS01,Dry,Sunny%,31.24112523,46.83666687,5.824617325,4.987691866,994.6514201,527.8685999,10.29257305,9.618101511,3.48821866,57.07101173,29-09-2023
9901,East,Mumbai,WS01,Temperate,Rainy%,22.30827704,44.17007559,9.613437552,11.17722496,1034.358977,167.9393693,18.47823518,1.601251771,6.660169465,11.99885928,29-07-2023
6575,East,Delhi,WS01,Temperate,Cloudy%,20.50177654,41.0945998,11.16861904,1.261561834,1030.727192,103.7485603,22.88275397,2.729883909,9.318339356,12.05646446,09-09-2023
6530,South,Bangalore,WS03,Dry,Cloudy%,38.07122954,47.83029092,16.9918862,49.24763037,992.2587907,846.9348772,12.50672274,8.098060211,8.87360336,10.07835133,31-05-2023
5413,South,Delhi,WS03,Tropical,Sunny%,21.90471751,77.56373167,10.5342187,5.632958338,1018.397856,776.3817181,23.65124229,5.173599012,3.482980271,59.59155608,26-02-2023
4748,South,Mumbai,WS03,Dry,Sunny%,26.91083414,55.67942638,28.01715126,45.40650036,1012.655819,704.3338363,17.63888387,5.506312914,9.569791222,67.59789894,21-07-2023
1663,South,Bangalore,WS02,Temperate,Cloudy%,,,,,,,,,,,23-06-2023
2998,South,Delhi,WS02,Dry,Rainy%,34.68448523,21.8967621,34.32458458,43.37171234,1003.066878,564.0857185,12.58096106,9.963769181,7.034405041,33.86539149,30-07-2023
8994,West,Mumbai,WS01,Dry,Sunny%,22.25221686,43.77370118,21.40981788,27.40121028,1028.614372,897.0129303,24.16094478,5.40251807,2.179401352,40.15686605,25-02-2023
