household_id,grid_region,substation_name,feeder_line,distribution_zone,grid_operator,grid_voltage,grid_current,grid_load_kw,transformer_load,line_loss_percent,load_variation,frequency_variation,grid_capacity_kw,demand_forecast_kw,reserve_margin
3558,South,SS1,F2,Z2,OperatorA,240.9844831493755,11.758114999496438,102.94981617968972,36.89272321339535,4.424823788772215,6.476897420289255,-0.4408592885478513,388.7779629323048,79.57796840398564,28.7977282632248
8849,North,SS1,F1,Z3,OperatorB,218.26356667427527,29.793990988482776,94.58584830386911,80.18819656481884,3.822251576887589,0.5594850914998801,-0.483772533486985,420.47438001794586,107.59927501681727,9.30068954610492
3047,East,SS3,F3,Z2,OperatorB,241.60723297318663,48.51149390639812,84.3024648908756,89.72892264854875,7.635793766387647,12.204367847206257,-0.0468763393257907,161.22573872832157,95.62055984308722,13.158690449533935
3747,South,SS3,F3,Z3,OperatorA,244.24286823729577,40.80729668400536,177.91213347653022,80.99469222957129,9.375680198988556,13.22630355819976,0.1432352432943319,305.12549332680135,77.41033740141285,25.028611120667176
1189,North,SS1,F1,Z2,OperatorB,234.45615281156347,23.637980433484085,62.736984635615066,93.37897057427756,1.0119576491157092,-1.3731728072539262,-0.1960656507978873,230.0604484000777,134.33045434138438,5.567435921179324
3734,East,SS3,F3,Z2,OperatorB,243.74128921907,45.60953607168634,37.43783521782896,96.76795219760344,4.685762421888356,-2.283525669024208,-0.401807886517877,428.0049315235958,122.24072217400898,18.57619363148406
4005,West,SS3,F3,Z3,OperatorB,243.5265480772995,14.757377272234894,26.871069300893776,134.22534979832363,7.074502447512381,13.690741763480588,-0.4131705560052685,440.4403184640664,182.08034613280972,7.602695960900395
5658,East,SS2,F2,Z3,OperatorA,225.1339243032718,17.475261830739925,131.61810655921957,18.79084716841774,3.730660534185769,-17.72944457101659,-0.2499702305957265,325.94773196229903,142.9053978866559,12.738420376356505
2899,North,SS1,F3,Z2,OperatorA,231.55927115682172,11.223510338455103,136.19677888609323,22.59412594045317,2.8954151565320694,15.166105037759074,-0.331063562479155,166.72559932177893,163.20492719314058,25.44657162722756
8734,North,SS1,F3,Z3,OperatorB,225.05483235997283,25.33183685647838,184.6277695716672,138.78687680206605,3.193256549964586,11.95989982468572,0.1620860672319938,432.8467457888431,206.09989310707937,23.51835841360436
2267,West,SS3,F1,Z3,OperatorA,215.5501870297873,17.871699126032034,127.72044092551856,55.55880889081107,8.492071214214924,-4.143612841112088,-0.1164394442128422,479.37903680787895,68.10430501920659,10.65833487758848
2528,East,SS3,F2,Z3,OperatorA,239.9939446945596,37.10662839096885,144.77874126565914,8.43345319527937,6.521777111419754,13.284822465653676,0.083072669806635,223.29395727205215,245.9950483934554,8.90587820828426
4556,East,SS1,F1,Z3,OperatorA,242.29755540532813,33.80508379941014,198.21891906638223,21.437191425382665,5.765238238214401,13.939755322052989,0.0567938951683349,276.9399183250091,206.9219426322016,9.356717151226322
4890,West,SS2,F2,Z1,OperatorB,220.32548397694643,14.458598668432664,148.5553265074034,99.41865479111452,3.930763429939704,3.389129272316588,-0.0599037435529002,425.2067908157776,299.95198134931866,23.02759235181476
9838,West,SS2,F1,Z1,OperatorA,225.81610709675823,38.04462218747955,117.23687972796228,39.01963063572841,8.728964104587542,14.122706181076907,0.3566214113574525,197.3815746721289,246.2713736320788,14.611596657759232
6393,West,SS2,F1,Z2,OperatorB,228.12778062654093,24.858929033951984,195.980884411146,74.2878563668109,2.7316922298369386,10.372524250056324,-0.1113872127409499,127.34980072855252,200.0323617919957,10.617691946973665
9792,South,SS2,F1,Z2,OperatorA,249.72778543115825,17.69798197637487,140.17112148996964,118.81960582418276,2.0064796256579007,7.817717813191088,-0.1853566120880537,457.071601163165,274.2090256532115,19.90549433748301
9433,South,SS2,F3,Z1,OperatorB,236.61016770141293,34.87217973824734,178.10931159061346,29.698596950782257,6.348978617000081,-5.625813095050972,-0.0128700249531137,312.0506997266739,178.38238405182992,16.11741306022864
8513,East,SS3,F3,Z3,OperatorA,218.94908741418695,30.014865962771083,72.78184193273711,55.366835799756565,2.4914709792441365,0.2752242200073063,0.0895640816225414,493.9100182624474,117.69539758665611,20.62312008494865
3612,West,SS1,F3,Z2,OperatorB,237.91428745704425,33.019932742286166,189.33713057363383,109.2182394523146,6.204594756947447,-5.095742782353483,0.0431945597946542,150.46959599028966,279.855646667613,10.858116076745423
8041,East,SS1,F1,Z2,OperatorB,236.6881779378924,21.411622576320436,122.65218926429142,97.41603172407169,5.066370551536619,13.12523823844537,0.3804920484110969,445.74833981321234,265.464410256052,26.324342108853426
7235,West,SS1,F3,Z3,OperatorB,241.0014727309145,15.723144732586803,49.1433170855922,12.246198928417154,8.822529942646321,-3.074857747690117,0.2776952303305123,195.23831997563127,218.52862268497253,13.419177217491317
6486,North,SS2,F2,Z3,OperatorB,246.6428039653987,47.1937479577359,75.5404402165897,38.677271879027145,7.089894838220125,-12.76813788817221,0.4877276289973401,183.05780748992717,241.9301871172313,16.56376031159784
8099,East,SS3,F1,Z2,OperatorB,235.64173691108752,42.85413767277327,181.52149287422583,42.720323285066165,2.9613259007030623,-8.481120960514051,0.3789006016952809,191.1331457521939,135.405502752431,23.0902824329913
1775,South,SS2,F1,Z3,OperatorB,212.09835312594024,10.125177248389218,196.6750948539859,69.86624935008568,2.60117562848908,-18.003270177784824,-0.2553148243634953,269.8910630352852,246.5994803756966,28.746833402576275
9226,East,SS1,F3,Z3,OperatorB,238.47345284187224,47.469254117072985,199.43170979402373,82.8537424683379,1.390415296986382,10.133571997328602,0.1392576694655397,442.01528214197737,176.0294864717108,28.90944843144189
4152,North,SS1,F3,Z2,OperatorB,221.35286694442067,23.076696523488927,193.2089896685509,46.34705034297133,3.2291640246537385,3.649320817118774,-0.3729638326418961,457.7845123982176,223.0288012997455,19.98509386160921
2585,South,SS2,F1,Z2,OperatorB,242.9352969010174,36.946374455260056,159.73246718168758,116.17059141998335,3.318731702041233,19.202989189169717,-0.1605125554919136,104.03346836608232,74.68829416956308,17.434204985209682
4943,East,SS2,F3,Z3,OperatorA,225.9681174987413,33.92154733743604,128.64430854202595,65.84683027146042,1.8817701818811117,2.522543962731625,0.3009355860049609,438.60506776280135,93.1068236991471,24.983830003056664
8555,West,SS1,F3,Z2,OperatorB,226.6695541467027,45.36936194001599,188.56023197726583,61.95524236501553,5.054192978490539,-13.874386215697134,0.4836485859942399,200.538517106906,53.65092493531882,9.429158244154577
4073,East,SS3,F2,Z3,OperatorB,248.4956360981841,22.86425178480834,91.171396498234,91.14891358647968,8.898516095262403,-9.094595476980505,0.4580237154925647,280.60660179621186,79.57565462875483,15.588411814459675
2021,East,SS1,F3,Z2,OperatorA,214.11032569129364,22.115245063035445,40.516399541005946,65.82384636417757,3.964449768271307,16.833798844949648,0.3116147147563041,402.8563589078721,123.83505523879684,8.77392501492244
4843,East,SS2,F2,Z3,OperatorA,223.44505830027865,10.843243185785578,143.7800470477927,106.17774632242646,7.356783089575417,18.23244015128744,-0.1174956625313338,471.6864191641309,180.83948005383303,12.007055475431844
8989,West,SS1,F1,Z3,OperatorB,210.817377674376,27.69458342343796,27.565825262390494,93.13816285853844,5.658949495016175,5.512089509930071,-0.4865684263968921,138.1854391076585,282.36076908205007,27.04144989299671
7873,North,SS3,F1,Z1,OperatorA,242.11816812606432,26.830452572397824,96.37103461773216,48.26248146148524,5.212085825957903,-16.66888752060954,0.109658413832736,150.20891428990467,111.50487407546578,22.636625148362388
6675,West,SS1,F2,Z1,OperatorA,239.9503300262883,35.23291704491349,144.64923561945616,102.55678318257554,7.391796051358621,2.2440382483110177,-0.3377225354474581,272.3483527680696,129.1370127374383,5.115036331376289
1161,West,SS2,F1,Z1,OperatorB,230.2779301324433,15.712567588290833,34.49254877403408,93.50265481624704,5.261162533712081,-4.8759755579490704,0.2878169091122943,241.97869700254628,73.94300989798656,14.122888718378976
5297,East,SS2,F1,Z3,OperatorA,223.3003530596192,12.12787413819834,76.47300436350397,18.13205935158241,5.869658924658386,18.43513934112713,0.2690399264466602,344.8085817585488,107.7476150701476,8.442461044286294
1995,East,SS3,F3,Z2,OperatorA,213.44813233439183,11.567963426013016,191.72148888226508,80.38425701685493,5.007420208459731,4.076161900184644,0.3307265539059958,463.8280478622705,121.86525919867796,18.75782021317608
8629,West,SS2,F1,Z3,OperatorB,216.07904840082105,24.13979133933696,156.28426490905932,79.68097190528606,8.491665812619846,-14.63106354989355,-0.1802283115345223,255.1678841237779,106.96041653558156,19.58216160048491
2016,West,SS1,F1,Z3,OperatorA,214.529731729543,43.28996456537052,38.1154596106145,35.111974391654755,5.435310992621089,18.41846334095382,0.0901334312319709,415.09937374574326,112.68597726863706,14.44595198227294
8869,South,SS1,F3,Z1,OperatorB,220.5928100598441,20.86971265497024,48.71675629791142,131.68149494260334,9.703861954472591,-0.5834181047543794,-0.1187371027024746,159.9732714994317,89.13202775865513,15.418379589884395
7439,North,SS3,F1,Z2,OperatorA,226.31961503966124,12.060587546078354,92.80523530482064,48.79163342400776,2.965568430100274,-15.701589475493416,-0.4242119094641193,153.0970797243305,63.49152081899541,26.581267905476597
8892,North,SS2,F2,Z1,OperatorB,212.05078727554985,26.87125032162654,121.51029860028484,31.59787627998922,3.441571750025464,1.4069241582655891,0.121311928912018,383.9999162680226,260.33617952049315,19.92592230934211
7863,South,SS2,F3,Z3,OperatorA,226.50755674024168,18.485251581514184,137.96233961390982,31.84041089773707,2.0349732809938024,3.861429321411759,0.2841998200555579,122.25100715763602,165.82383821538767,15.77249550087354
8916,West,SS3,F2,Z3,OperatorB,218.18685654539516,19.94254985376408,176.59904650616545,29.24400987626652,5.1581642137316575,5.14391995871847,0.4806815082639766,351.7047444869039,140.77299591053088,15.497648895519882
9529,North,SS3,F1,Z2,OperatorB,227.0993604891719,25.36201677955379,138.14297316787778,103.29503277506107,3.3732555626477163,-17.690560650160634,0.2208618004062212,187.91411816095572,165.1768540526123,19.536449411292388
1878,North,SS3,F1,Z3,OperatorA,248.49794488751948,42.92074094482992,144.69003512359217,87.37979711760183,6.565728396295812,-3.756219198321247,-0.1541847290333508,322.9677417574508,285.00961533028845,9.177655008622876
5887,East,SS1,F2,Z3,OperatorA,236.41147192567095,22.718850535538163,55.49552409805719,90.68287937011254,2.6519475328723296,-7.741457965121615,-0.3098263676425418,317.5631017639172,258.0077849129246,23.149533524931176
5859,West,SS1,F1,Z3,OperatorA,213.49556239890484,31.517752183808867,25.369347109104982,24.67531305855831,6.160263945028476,8.724228059405249,0.2336011600568845,426.1834355895548,168.4697217755171,22.50239122370581
7331,South,SS1,F3,Z3,OperatorB,230.18195817868968,13.374778192894055,135.28048171479813,47.50089937148997,6.094923086550297,19.920611455675385,0.2872774270975859,147.16870519635714,260.1397074154401,22.83203630547987
9571,South,SS1,F1,Z2,OperatorB,212.95081032862183,17.296362822033338,31.35729618053718,10.444634887649444,9.85889739912812,-6.7341937454635215,0.4833313974363222,118.37389694172012,241.20475114382563,7.831557548523306
9684,South,SS3,F2,Z3,OperatorA,241.06225456892597,35.386718136450995,53.35887795220682,7.469004041388884,7.687544264986784,-4.170205521824997,-0.4640491176167115,189.97583953433863,81.54544987508307,26.15823432298461
8208,South,SS3,F3,Z2,OperatorB,223.3859410412936,11.638042511468484,164.9229736823986,64.7397298336108,6.97881400069156,19.01813571691271,-0.2894063382482024,288.0691579851011,185.45535218999905,8.115699769072183
6276,North,SS3,F2,Z2,OperatorA,210.61155703582372,11.62566742876884,44.20212049307312,13.099308245125597,9.31967861039387,16.07334940410975,0.4705052118648579,137.60498052195624,144.1521465598887,15.134516483523784
3062,North,SS1,F2,Z1,OperatorA,249.6690997999997,23.12161806407456,40.03038581759121,147.29711461608684,3.263283337610108,-19.190671657503977,0.2859565632155866,310.92348711143086,232.74214847605288,5.551383837590061
1064,South,SS2,F1,Z1,OperatorB,229.63779782679893,43.482186887022685,189.0472787170772,9.769385455823352,2.60693124986291,-3.7114190059367225,0.4990761679045066,215.59469329255995,167.66751904522317,25.042500408239786
9006,West,SS2,F2,Z1,OperatorA,233.80342154258287,16.063966216809003,112.35902240041462,138.83487881700106,3.740382024815112,-10.88101141026144,0.332839823843932,354.05676757439534,110.22083437845588,5.375797553168803
3568,East,SS1,F2,Z3,OperatorA,216.05079475560407,19.52824535238144,106.26379082261008,27.98835892067667,5.6866907010984775,-16.274510462157565,-0.0051844856826751,198.65226102518372,272.46459073878344,19.343652875698325
6463,South,SS2,F2,Z1,OperatorA,241.4660741910787,26.321473489020075,12.951667039833808,47.85178441780366,9.793826163637611,1.3504014533722284,-0.153252894381201,429.7993116866346,245.1921107749484,17.41997269872406
3027,West,SS2,F2,Z1,OperatorB,218.11207758931687,49.21562594146244,162.59349873321565,43.20524318091636,2.4125735176599736,11.47670592370531,-0.2710330649841977,163.09676911821364,236.53535431100977,28.30042670215009
3695,West,SS1,F1,Z1,OperatorB,247.77971174094748,25.52281796582362,116.46418153061389,99.30717771552936,5.047385169800041,-2.023897061340154,-0.4001913773971748,152.24143361972443,220.3620381564513,6.148872925857591
6258,South,SS2,F2,Z1,OperatorB,236.30208106290783,12.347020778562182,53.818261077151895,83.7173952531457,3.929349104417228,8.504149811280364,-0.3915602156028949,454.99570000300594,265.2318838449728,16.349200421346048
6618,North,SS3,F3,Z3,OperatorB,235.49534994306745,13.519659282340516,145.82934622809356,110.37398484686332,9.208895804941742,-7.015586072027059,0.4091024625937007,218.66706337015765,169.1298034115842,20.659946315680514
7736,South,SS1,F2,Z1,OperatorB,234.68019242861328,23.77608193053564,86.46094090269905,66.15800834834667,3.379669482894335,-14.963873833215464,0.1635313942775257,474.62204572653815,187.016548581188,28.95998471927228
1391,North,SS1,F3,Z2,OperatorA,246.66106416075397,32.40913823095384,50.417619751441016,100.41807373507372,8.740843866645713,-15.372601926157028,-0.4200459933234777,452.2244243713896,285.6533608051073,14.142726938691371
6892,West,SS1,F2,Z1,OperatorA,239.85771098802903,35.1523837809804,19.860423022389188,115.52423893163592,9.027194826414927,2.903108894052515,-0.1195730475670038,430.9135033498893,220.65648584360991,24.462140820708743
4561,South,SS1,F1,Z1,OperatorB,244.8499760219056,10.474920476687991,129.4169172086103,71.64236568070967,9.924608830815206,18.939327257921462,-0.3290042603450005,475.4592067366674,209.2803455682999,22.892090253668425
7184,North,SS2,F3,Z3,OperatorA,221.5737579584361,17.75868062792454,93.7308967081103,112.42484532586523,7.254794293944427,13.460941500771732,0.1110542108406162,310.8473169435555,70.70490103536181,6.730712452577726
4099,West,SS3,F2,Z3,OperatorB,242.1404098524604,32.37846829876527,30.307014091408504,105.08921735997882,7.334055718673698,-14.632134097894872,0.259614684440893,360.1881437118666,224.49561357711687,15.275026257638723
7278,South,SS1,F2,Z1,OperatorA,238.36992154831785,40.18332788583715,156.90634484907758,116.58423130663188,3.836657563210358,-6.037869498662726,-0.4644907574670079,345.1803116312906,178.94875741707384,12.81380670833135
9392,North,SS2,F1,Z1,OperatorA,244.32723773082137,23.431257138436465,168.32206017361577,7.6902924700746995,8.082033609337543,7.209775553300439,-0.3460470546442142,264.79113735514204,81.02620238713263,12.812000998571344
4104,North,SS1,F3,Z2,OperatorB,248.89430608715296,40.40815941837095,89.52078350090441,67.48837872721077,8.53453516985254,-6.4971683247776255,-0.3456678929135781,360.45997084562646,79.10955392841205,22.22899490129458
8215,East,SS2,F2,Z2,OperatorB,233.22901305932828,47.51308526156527,179.2801731591372,61.163600404301896,1.488737416279144,-8.756444924636009,0.4706606192433307,367.4728502804703,230.88916247004175,25.345551506858094
3454,West,SS1,F2,Z1,OperatorA,247.3660358697513,35.56737309004703,157.08425820728465,11.283715154448018,4.434151086056881,19.218520368796437,-0.0058717108853912,341.2315674406153,216.11191251719688,27.015206597915697
9996,South,SS3,F3,Z2,OperatorA,218.5604435090229,30.43925077691949,150.84118656375983,131.2940656701379,5.847840184562776,-7.072132164283293,-0.1366941011064772,436.11661988137627,114.22371990601016,9.654229534809437
3731,South,SS3,F1,Z1,OperatorB,230.48271619842245,12.740646747238626,95.59224233274496,116.64935168447538,7.615305048476124,14.601278620366188,-0.374879914466687,239.3307514585649,154.81536588324843,21.498916223939634
9154,North,SS3,F3,Z3,OperatorA,240.26816026866143,25.45627935495868,172.24147436670725,108.21031081275268,7.623551555542572,3.4207347229636333,-0.1863714835176778,283.99159846135706,266.9806748447866,28.44343092766473
6056,North,SS1,F3,Z1,OperatorB,238.8008079888336,27.37192663234543,59.27096282582608,92.54755089415006,6.773224891654834,-14.932108643374114,-0.1407785993445242,346.18552621760807,78.12486434997457,16.808626218351865
9110,South,SS1,F1,Z3,OperatorB,214.34490036775705,21.237888933633123,150.50766790628893,132.0060000206859,5.872240888801137,-5.759584974600953,0.0743305925114099,231.78633604863597,153.28720998776868,10.086196885495228
4840,South,SS3,F2,Z1,OperatorA,230.61657644802384,12.934820399721769,113.6515850413018,103.66147826006308,5.989762262162261,-6.593914535486842,-0.2649592448452037,493.0638695372841,159.70478389114274,6.750649405516103
2028,South,SS1,F1,Z3,OperatorB,241.04501113441896,45.33227083909676,49.26112641726626,40.748942046260254,4.0794481353375645,-3.868145942411264,0.4853561915120622,106.01281626640493,168.6437704505576,19.756157224393583
8385,South,SS3,F2,Z2,OperatorB,239.35125715636983,17.213385251638968,132.99762521015123,13.83770262342294,6.40530001373584,-19.04593629043854,0.2927448676783463,466.20658576112913,198.29095389197343,8.759396978482496
1502,North,SS2,F2,Z2,OperatorA,220.8845545773665,31.21849807633841,132.36543084253572,39.016744415117365,4.222407545944277,-13.766260962917576,-0.3754775979752205,498.5744069063676,219.7649144775617,6.793705615049953
7910,South,SS3,F2,Z3,OperatorA,230.97846981600307,14.9948499347056,143.5571627583569,35.46413499047077,9.04537010953339,2.9746562511389314,0.1633441147006047,112.17466828250647,184.07469161852688,27.257816639970464
7938,East,SS3,F3,Z3,OperatorB,234.0900660294861,32.94484515500896,123.31065674605384,5.490793566287385,3.675077887691012,-7.03978239713007,0.4541906591683465,232.06838781019928,185.3121426417705,28.82832891920694
5488,East,SS3,F3,Z1,OperatorA,217.3484208652902,40.72703453882163,81.78361725791281,54.78517808594796,9.957491702982209,4.2267517962336,-0.2228375382796934,147.48261882543918,126.10531871135436,19.57946203985804
1206,North,SS3,F2,Z3,OperatorA,222.90484521180787,17.95804916837259,144.0920953240008,116.97976893318727,8.57793429112182,7.078459380218568,0.3760614603089408,123.18777837717816,109.5447192267809,16.3779612232842
6134,North,SS3,F3,Z2,OperatorA,247.1438428475076,10.747109263627513,97.5587288951894,44.99410374200684,5.220626196134365,-17.641242163274867,0.4300456044523427,208.79828060312252,62.30010099548021,29.092383009527925
6977,North,SS3,F1,Z3,OperatorA,237.58121125090477,25.787335229271505,84.0229720587013,129.21992776051923,7.029180703026148,-15.326366963366269,-0.1637632537567293,293.3396869596593,205.67988664267165,18.018921189670493
8721,South,SS3,F1,Z1,OperatorB,239.3988252965651,38.98984474331877,51.67528442240619,56.825554594410896,3.8234167668568553,6.094058390623726,-0.498998887236077,134.2559097515818,191.50110527572815,8.602766925213515
8035,North,SS3,F2,Z1,OperatorB,221.39144840781896,11.21917498135388,161.27151248082015,79.92477613944288,7.613683994811399,-6.141301463600781,0.2203608103930762,276.57674921724845,78.23070367662925,12.38375038053305
2484,West,SS2,F2,Z3,OperatorA,228.16011696525965,33.9284043159185,133.76349641204268,74.2240185046415,7.883401875372529,-9.094030245367572,-0.0005291926200198,151.26170733188673,61.354216938701285,19.383527546658414
8858,East,SS3,F3,Z1,OperatorA,234.0090973747912,15.076084447841623,14.382791811859438,65.7012904642676,2.093441823187137,6.288442442731412,-0.429129191591903,352.0322516591794,182.6615143134624,9.209240417840498
1863,West,SS2,F2,Z3,OperatorA,210.91501568036196,20.82731127559637,132.38804830373306,64.24363460028673,4.596443613783491,-15.088166716702675,0.082960020842535,326.348582607531,210.2744187384356,22.53955258826453
3790,North,SS2,F1,Z2,OperatorA,230.9693185790373,43.05013517072746,185.8920937160499,59.2265451867729,3.724195350896703,-6.877092447389813,-0.0311744607974499,287.76848259727194,258.96348593901746,26.55937108782648
8408,East,SS3,F3,Z2,OperatorB,244.76541120625205,38.97661349886717,170.2615500841238,44.00191059856354,5.443726728548101,4.454839179084871,-0.2542940438466613,311.5715126482339,195.6693748708842,9.134069384555968
9755,East,SS1,F3,Z3,OperatorB,235.3811046048942,39.79021766752638,167.16917164904226,121.00621309789116,1.6339391137379795,17.006808768104577,-0.3428401398549694,437.2018517042426,190.35588776218185,21.664429676587368
6116,North,SS3,F2,Z2,OperatorB,248.8858403696406,47.439041569303726,160.28968152970342,20.40917599154377,7.53673558876178,-5.888500164534669,-0.2536397361396018,317.17895790070446,159.07095521602403,17.694990615274158
7019,South,SS2,F1,Z1,OperatorA,224.8319822283612,16.97496104039299,91.1015057276017,45.384314827877965,7.101444304265082,2.40934342228541,-0.1567868908806829,215.9307165851937,157.25237705565775,20.46102387544065
2757,West,SS2,F2,Z3,OperatorB,210.91831576805404,38.196556653111486,167.06709665728764,90.41749490313622,5.311557699683835,-0.9132018314505466,-0.0073005433579723,233.42311181704872,263.80349125403086,14.439637325931791
8574,South,SS2,F3,Z1,OperatorA,234.033891676698,18.59612686715845,19.236308126855143,139.80903841082036,7.623534063807287,1.5108646851854957,-0.4228624175046759,283.2284700033525,254.06789368072543,29.60070296377792
7374,West,SS3,F2,Z2,OperatorB,233.4491977140609,18.317235303339267,147.58237702902343,64.41734068110216,3.0073266833822565,-13.650702484075357,-0.341895409484411,172.26638210263783,215.01130733042788,10.241914393792346
7892,West,SS3,F2,Z3,OperatorA,240.55710860057388,19.64299285908819,65.17568812142284,145.29781577875676,4.107394969189697,18.17196097571886,0.1337280820171212,334.14896507991983,88.55866980670126,17.068158876250358
2678,North,SS2,F1,Z2,OperatorA,247.5303598747151,28.6992143870607,157.86767196749994,78.61047512717909,2.022725869882866,17.208456766920165,-0.0826700058792948,330.25631980415915,213.23212352333027,9.138652296515222
4242,West,SS2,F1,Z1,OperatorB,247.06460590660112,19.342070413524205,145.81293513846927,112.44356832655204,5.51970038145507,11.10993100067229,-0.3558542194041773,294.39729405468586,165.9328370852666,9.867081851071166
5636,West,SS1,F1,Z2,OperatorA,223.7603535050388,49.153578179429495,21.159499931329734,119.95990567315656,6.104834200724152,11.008781798105794,0.3444622522645779,146.02640253393838,298.2185353657761,18.567338366093008
2059,West,SS3,F1,Z1,OperatorB,229.72849909773683,35.150235587866376,183.1346806279262,22.43449936980969,9.941421316313088,-7.984720039531684,0.0941085392262599,451.2445083504106,151.9354923399049,5.687946748268126
7668,East,SS2,F3,Z2,OperatorB,212.68990226274445,43.1743886922874,60.5256494570325,17.4342161652591,8.003010238752076,-3.0739966536890933,0.4177708783349187,183.97553417883336,76.10963621042265,26.5864996378468
4157,West,SS3,F2,Z3,OperatorB,235.17485025850988,17.227059541555015,189.9644332808862,34.91449062717493,8.323295016666979,-19.863748319552457,-0.0118946547335802,379.6391382506629,57.24920465250772,21.640519493930736
