household_id,tariff_region,tariff_city,tariff_plan_type,billing_cycle,utility_provider,unit_rate,peak_rate,offpeak_rate,fixed_charge,tax_amount,subsidy_amount,monthly_bill,billing_units,late_fee,adjustment_amount
1189,North,Bangalore,Residential,Monthly,ProviderB,5.113455000216273,5.929923657615016,7.523758939707552,176.05881587920675,22.168384536107286,29.517354573363697,1616.538679999245,335.75741102099755,7.2763766133785985,-33.30696165141964
3734,West,Bangalore,Industrial,Monthly,ProviderC,8.19685740576827,9.20585191110742,6.604756827151677,60.46973273367563,37.34305933621528,5.325759072807676,1922.6017915980644,584.8007997123381,43.97567887399521,33.41612609153924
4005,South,Bangalore,Industrial,Monthly,ProviderC,7.472460991747025,11.289437458520826,6.779857290058266,134.67931880028462,34.55801750103228,4.777754939927642,656.1686940851522,512.8703162757977,91.34397346822082,-47.97616152268589
5658,East,Chennai,Industrial,Monthly,ProviderC,6.328803346028421,8.70919973492429,5.047170046926811,156.6653586354893,26.120888330887748,10.870286836286718,931.8458074972306,526.8043540612993,46.71099545150141,43.59563124497127
2899,West,Bangalore,Commercial,Monthly,ProviderA,6.116974731078877,12.302277842328056,5.200778493115076,70.17078280279748,39.40376681630271,3.8071166500955798,632.6066045524652,222.14146827757406,42.618788652941994,-38.64815991976105
8734,West,Mumbai,Residential,Monthly,ProviderC,5.535887626549702,8.573496745860986,5.622177658723578,86.74424463070294,25.58326765509917,23.997242282787088,537.7582455755323,563.4641273020223,75.35686328210318,-16.749330289807638
2267,East,Mumbai,Residential,Bi-Monthly,ProviderB,4.621966623173888,7.878395085649252,5.4379324218535565,145.8743855846502,18.777046855030008,5.881285445286119,1757.4990359845308,572.2696967016786,2.6266391781644027,-35.857006310622076
2528,North,Mumbai,Commercial,Monthly,ProviderA,8.378131879845213,11.24457445206679,6.749344191098064,111.38093328330791,40.8752856196759,26.31617902805238,1100.717997816847,114.2950005363773,81.898135172771,47.65866337003247
4556,East,Chennai,Residential,Bi-Monthly,ProviderC,4.427764669637504,7.264298531124575,3.011409287488099,161.1312025936382,16.464619438855138,18.756296469881725,808.1954868689528,297.9178363041244,43.50807336494197,31.849184922148382
4890,West,Bangalore,Residential,Monthly,ProviderA,3.6335917801260282,14.660137507619984,7.237213657805482,107.80135880575776,32.34584589983008,13.75143056549321,1634.3262426313752,213.93244821783784,97.16070396548227,41.87957587839513
9838,East,Bangalore,Commercial,Monthly,ProviderA,9.625384206337966,8.496242291434484,4.924929401457405,77.80616276519592,25.498110672401513,12.50765723750822,1185.012101925146,435.37123591545094,57.14362898882246,32.474356310201955
6393,South,Bangalore,Commercial,Monthly,ProviderA,4.971607245675127,8.107430275517439,3.907345319399668,61.49562124594505,48.76930929030426,11.269592440148957,1154.305344034529,140.67672429103862,39.941071560942966,28.025444665947717
9792,South,Mumbai,Residential,Monthly,ProviderB,4.282475121788259,8.656979723537981,2.8083850716528937,53.77699183342327,10.721569700618964,1.973629313864792,1219.5075875150264,124.22982393154088,39.68814263484413,-13.808570036907476
9433,East,Bangalore,Industrial,Monthly,ProviderC,6.858134460321551,12.699504624565254,2.399977019507851,113.4411453773167,43.13730410471943,1.037285014840511,1506.753743277366,239.71853903692733,0.9550446485979691,-45.30191910328409
8513,West,Bangalore,Residential,Monthly,ProviderC,6.279028083917046,10.924418296563413,5.771043768588485,113.2941348954516,31.63671794785712,4.361297060854871,1408.8917846142947,427.72551934188454,30.041088806375804,26.69699314188854
3612,West,Chennai,Residential,Bi-Monthly,ProviderB,8.10103178664205,7.725705749815757,5.784112830408187,149.72213162206157,36.32404616787913,22.263733292410567,1015.4489162888019,515.7148726924056,65.30178882544685,23.131437114034142
8041,East,Chennai,Commercial,Bi-Monthly,ProviderC,7.037884307806638,7.735687915551992,5.722078805924075,104.23592964413245,16.600353249679877,22.761063540198585,1991.9611007888843,227.0485675435263,9.94671093566365,-14.427970250088897
7235,South,Chennai,Commercial,Monthly,ProviderC,7.934043863902719,9.145883960251101,3.267286130677471,70.5435529289924,32.585024674557545,27.937801055381325,1928.9194361644159,444.0209785967457,85.66841708414377,-45.75462514578125
6486,West,Delhi,Industrial,Monthly,ProviderA,4.027164936143132,12.61467876822588,4.159730387444152,133.8102160536986,31.847093443329296,9.414473045886515,492.4464321480815,219.5001918961701,71.11480128974975,-6.613497226695408
8099,East,Chennai,Industrial,Monthly,ProviderC,8.25270516148783,12.635875362708665,2.9389099341935125,128.0290339618345,39.063872177804235,22.198613703322394,710.2787478454871,571.0855329002889,72.00884394041,34.11748148594421
1775,South,Mumbai,Commercial,Monthly,ProviderA,4.905644485161336,10.927732612584894,5.3311183905625175,59.16236429492313,27.555976740126834,19.673847834177437,441.41768635974347,465.5304473331242,53.11203499238687,-0.5712408169770598
9226,South,Delhi,Industrial,Bi-Monthly,ProviderB,7.355509139046076,14.473666975830724,4.21196901299443,139.142283550748,8.89471994090237,8.63309821098823,806.9191200170867,162.64161911346412,96.34642553226176,45.88308644326369
4152,West,Bangalore,Commercial,Bi-Monthly,ProviderB,5.947234052060603,13.296295739214914,7.255713034873292,177.5945425893351,40.359523171706854,1.2138673415695689,927.1822203219772,355.0123009469375,85.21889259795039,-20.629142282630042
2585,West,Bangalore,Industrial,Bi-Monthly,ProviderB,7.031438912606358,11.014494424002427,3.2393403234444955,158.61442240372105,17.318069874273615,13.019766590717424,254.62935870964017,451.35255829782994,27.510249739466097,26.673412257083157
4943,North,Mumbai,Residential,Monthly,ProviderC,3.802542844097705,14.500793299333539,2.6684329169445933,73.76220993376094,31.39758030866525,26.774991422076056,338.2814027527272,301.2658841418077,46.5350958208442,-6.661925798492227
8555,South,Bangalore,Industrial,Bi-Monthly,ProviderC,8.914393916167366,12.347889553129932,6.735532230980894,57.29200222839577,9.968712455739482,19.887688886772885,1482.6422361642863,355.8709273017303,17.87659838892276,34.75010688433548
4073,East,Chennai,Industrial,Bi-Monthly,ProviderB,7.200494716864511,13.612066826033177,4.281007414667197,136.25686668424842,33.43946567128935,24.926039339756663,1160.6166644388331,369.0152177584337,20.710794697045863,-16.881361029956643
8270,South,Delhi,Industrial,Monthly,ProviderA,9.499950353356905,12.695768326374619,2.463693579081333,97.63206290020455,31.265953470328697,9.319411197292633,1819.0550043485994,429.17832424497016,19.44371151743809,-6.326525324205193
2021,West,Delhi,Industrial,Monthly,ProviderA,7.922001424490852,5.735191388984541,6.395291990205733,195.57523898309984,15.85891700748701,9.48027655809882,1666.7297751647297,329.37687399311346,57.71881448535283,13.117520870077328
4843,North,Bangalore,Industrial,Monthly,ProviderB,8.866292483774103,12.33803940963687,5.112063719880162,50.63909200455653,24.933779803082775,5.138854039579353,1558.627378107903,533.4722707594533,61.166017512417795,-25.774702225621247
8989,North,Chennai,Industrial,Monthly,ProviderA,3.4352803682590274,13.566515371706224,6.930331688001316,71.7061305851938,36.690432340389776,18.385670168917898,1651.765773798302,103.5441365324452,76.18180933563025,25.706154681608822
7873,West,Delhi,Residential,Monthly,ProviderB,8.361567536519477,9.210662886754736,3.287535064998739,196.5822192367165,26.085983580299693,20.35606569832782,1494.6665330570663,149.27458877154842,46.33630524312443,34.38679784918732
6675,East,Delhi,Industrial,Monthly,ProviderB,3.7464758801497715,7.989018464031466,4.453039782085053,152.46341813061449,33.5186005631617,2.1126588674388214,744.0019010520903,599.9650735307226,21.982152747351513,3.9277179716648476
1161,South,Mumbai,Residential,Bi-Monthly,ProviderA,5.067146179037103,12.89313429728536,5.087890210107739,153.93494745469016,46.65704273036151,24.1695115087754,1460.104525659231,295.53066865891395,48.341672503464274,-44.89812392830221
5297,East,Chennai,Commercial,Monthly,ProviderA,3.2900041137030955,9.710910576531226,4.356365224346726,187.16707617337443,5.216848592024091,6.571806987002791,281.8335867369262,236.11142640786014,59.00669133549039,-2.295182534769765
1995,North,Mumbai,Commercial,Monthly,ProviderC,7.889284146114822,7.378413258386316,5.781145261702929,61.48398495503349,15.592219059119804,5.632525525296006,336.72759987897734,565.2164876568099,82.69739040147618,38.74379502549651
8629,East,Bangalore,Residential,Monthly,ProviderA,4.3929228333330625,8.76089810169826,5.784752442621265,141.1524074184071,44.58770272035899,9.600789360267544,1936.7187129299439,567.8589928760065,16.075627605723962,-36.178363865783425
2016,East,Mumbai,Commercial,Monthly,ProviderB,5.333424365852355,5.80628762212616,2.2208311934408553,104.4321997922431,34.41631260868478,14.007103243913601,1276.0601125510468,288.73441427497505,61.49496555882795,34.07008992067789
8869,West,Chennai,Residential,Bi-Monthly,ProviderB,6.353565132234433,13.667282650762528,7.142511472788712,188.18395158112557,33.84857423857048,6.750583002356517,605.4904815159827,370.40677744512556,41.30503951573432,-19.77253248502343
7439,South,Bangalore,Residential,Bi-Monthly,ProviderA,3.5988716046457525,12.44364518550601,7.260485774504721,74.25065179818125,35.94439434057047,22.150625498525052,887.4420784377627,552.8174563026573,86.78599848831918,0.6667607127243826
8892,North,Bangalore,Residential,Monthly,ProviderB,7.267213222630574,13.84006916746871,6.876551344577068,155.65363283913283,34.44142211277571,16.22446100913527,600.311115137427,253.72951885362994,93.12091810909803,-30.325654314347016
7863,North,Bangalore,Residential,Bi-Monthly,ProviderB,6.881448926432616,12.452997235037948,7.935379267703987,161.11209702787477,46.511733601977845,24.92832259455889,230.75346013864382,429.2300133890483,17.753931895074558,23.9454059952822
8916,South,Chennai,Residential,Monthly,ProviderC,7.794725401073743,12.650694049257435,7.391070893676646,66.78973022510195,19.16568690969741,21.97716858860413,1960.5513469147468,220.20937555185841,8.339638779446512,-31.49792110505715
9529,West,Delhi,Industrial,Bi-Monthly,ProviderB,4.607921498309565,13.534153835553449,7.629355010065339,145.83958063469981,44.68129059745667,10.798938947722503,845.8404520598999,226.78502933437616,7.498181753949296,1.6063947540728734
1878,West,Delhi,Residential,Bi-Monthly,ProviderA,8.006038701468885,14.579556998932052,7.383785182766754,162.64770504857,37.15995554899655,5.048214272503337,1801.583312959342,77.05110451584952,45.38193470353733,-1.7788682836737522
5887,South,Delhi,Industrial,Monthly,ProviderC,4.217497755824185,8.000374767016236,3.21634635704749,100.75883769057992,48.153319429405684,9.970004655154886,1383.039980336505,590.331842235397,46.67692675308679,-32.381695550552905
5859,East,Delhi,Industrial,Monthly,ProviderB,9.470025940531194,13.578017476288437,7.545748663047677,195.12253063162046,47.005529265519364,12.556707610034794,1392.6512822183588,548.2373133699948,41.21177280109497,24.21367379150678
7331,East,Mumbai,Commercial,Monthly,ProviderB,9.611801607893192,8.548848045949166,7.099009479075817,104.73662789676999,30.65622738058261,24.081594762988278,1097.2483244469345,405.1624169890021,30.61599984487048,-9.12118762806805
9571,North,Delhi,Industrial,Bi-Monthly,ProviderB,6.26151686913831,9.200912544033795,4.7852183045898675,64.23229992229818,7.352098585677273,20.866926030897986,992.9628383731713,490.8067834119147,1.418830053138509,48.73700550901367
9684,East,Chennai,Residential,Monthly,ProviderB,5.303624133177632,11.226710337570502,6.294955286360521,79.52579299554044,39.33683718957278,25.213686812960315,1530.6718329179942,579.0872778065502,45.090701262351175,-44.033513785141565
8208,South,Bangalore,Residential,Monthly,ProviderB,8.163264564123814,12.399569093645338,4.466372115472462,191.4636439218696,17.387480677802227,1.1141893196521258,1612.0100318037007,487.45857934702406,75.88747157912707,36.455868944687126
6276,North,Mumbai,Industrial,Monthly,ProviderB,4.876205700514516,8.75271376751013,5.175732641726775,85.24125085995513,44.94804591966812,6.487599530925903,1157.4891875278372,426.62660399489675,17.98763462981724,-14.429556257040446
3062,West,Mumbai,Industrial,Bi-Monthly,ProviderB,8.831486907606735,7.137771133866472,7.29347353213461,152.83407929437232,19.76156398747429,8.999030829386678,1127.4048799320044,500.8522349533293,40.17317704043803,18.485128523701405
1064,East,Chennai,Industrial,Bi-Monthly,ProviderB,4.118469065824678,8.019007812492093,7.874238785304954,81.5839887180913,36.10816578689825,29.504197842396916,1820.9904035467212,285.5890675716337,2.341811438464936,-25.503079392600693
9006,West,Delhi,Residential,Monthly,ProviderB,7.013438817968259,11.302276863092574,2.2179953537428916,119.1037282952864,49.70439420290865,24.010052946057908,1212.844466590018,72.15064825299245,59.597322285289124,-19.985255084658093
3568,West,Chennai,Residential,Monthly,ProviderB,9.244214825615332,5.788466214965609,2.106769524626925,67.94692455978819,48.93437502634103,24.486907347366525,1602.7462851379853,253.48271896287218,93.22844276588269,29.073910311008177
6463,East,Delhi,Residential,Bi-Monthly,ProviderB,5.54714541216255,12.366986912922991,3.284413222917469,115.05157303028028,27.61953698315038,17.787553326303172,852.928908136286,484.3863474938038,98.23125450863081,-4.464754525401446
3027,South,Bangalore,Commercial,Bi-Monthly,ProviderA,8.212972292910646,12.882090324862089,6.400384743589633,71.89598698233318,44.485379756325216,15.486951787292114,335.6110875640961,373.40195711826374,17.663934851459494,5.666494768474493
3695,South,Chennai,Industrial,Bi-Monthly,ProviderC,8.822746135106232,9.776753025916596,2.1085828949557204,107.448910187173,38.29031004075195,3.0905517706208863,684.9613309143074,188.0996796426186,40.06165770228547,-20.083874523637213
6258,South,Chennai,Residential,Bi-Monthly,ProviderA,4.9618865329736135,9.610958420894079,3.257950712482198,59.18266003561203,11.774119729217873,24.92450223364707,277.9661669011377,420.6694588473362,59.937977588326774,36.84129632204029
6618,West,Delhi,Industrial,Monthly,ProviderC,6.388786370583951,9.830016311527276,2.434010312857822,191.7530135869952,5.84724029852704,25.300111089915184,1896.0272496315597,257.2222079876176,57.101097043188254,15.83193321127797
7736,North,Mumbai,Industrial,Monthly,ProviderB,9.715978873957477,6.538465262498152,7.126701855873344,136.04235542543353,30.94223485273542,7.294055356544788,557.3365402815836,65.26710354583372,66.209765619516,-17.04740109170737
1391,North,Chennai,Industrial,Bi-Monthly,ProviderA,4.67981637584856,8.085028709356354,3.3691931910684945,173.55466052030133,31.322699375327705,7.819637973858024,848.8686071420105,564.590500089221,49.42500378162906,9.031259929030831
6892,South,Chennai,Residential,Monthly,ProviderB,7.379294208224347,13.482693262649189,6.953514967515939,74.15555615135126,49.182348564275706,28.56623933155735,833.9751789118056,292.7790208510164,98.29945737985652,14.568581351593593
4561,South,Bangalore,Residential,Bi-Monthly,ProviderB,6.161426731222013,5.885465417954702,6.092383193253458,128.87928334374,21.73554273378698,16.919030255087094,1801.044783231723,541.0742107739007,60.510921725218495,41.91913940483363
7184,West,Bangalore,Industrial,Bi-Monthly,ProviderA,8.290610048345831,14.287595268399656,5.518195201690931,121.50959067660243,24.65553375885352,4.895862075598218,667.6378865565023,307.77787298067653,68.71459790928348,-0.26827977625762145
4099,East,Chennai,Residential,Bi-Monthly,ProviderC,6.819233126263612,12.73563494253231,4.875109930274926,156.72305973903917,19.927260190594883,2.0437075633338555,381.08174872626523,577.61004782307,30.836470743460175,42.22687319534967
7278,North,Bangalore,Residential,Monthly,ProviderC,3.5438460750773837,12.134464432465894,7.1406668281832975,123.94911274334154,30.90052356968686,24.157602715443605,1695.9133147967996,367.9500182661299,5.618435253632881,-46.47312293029516
9392,North,Bangalore,Industrial,Bi-Monthly,ProviderB,9.684123126721254,9.695126563260976,2.737745311401289,52.09975448723991,13.441721977129928,23.489638382354396,1759.1612149261366,349.271010108724,31.5170590517053,31.19362954627036
4104,North,Mumbai,Residential,Monthly,ProviderA,7.968729762142093,5.383391199272509,7.7400944741723094,173.90164691980956,7.67041203194926,1.1861280329551838,482.4071736379574,73.6977003365126,79.37769491409668,42.235282573392425
8215,West,Bangalore,Industrial,Monthly,ProviderA,8.811825486865791,10.109148850916549,2.208209992447188,129.8997105209968,45.05981315169468,10.242004748192038,656.5412057560648,201.8570541835883,45.1575441685595,-6.102259805676823
3454,North,Bangalore,Industrial,Bi-Monthly,ProviderC,8.668748089611228,8.573090254987282,4.050143991092145,81.85268887224589,41.592782331465756,29.854627810766754,472.4030056945818,492.8053376826931,87.648218357294,47.943612130186054
9996,North,Mumbai,Residential,Bi-Monthly,ProviderC,4.419175764354514,12.94285344214283,4.825142853735098,111.18186975585911,49.551712738397605,17.273910110449584,524.7529762669889,403.2146235340875,18.37858811730595,-17.64931696829035
3731,North,Chennai,Commercial,Monthly,ProviderC,8.26195769215266,7.083392025131592,5.016508006375799,76.54973623466458,24.575977602011097,0.4164457093988061,491.88233135949895,240.5497576845662,55.9642474090811,32.89878464016405
9154,South,chennai,Residential,Bi-Monthly,ProviderB,4.539112113529128,12.987740152931199,4.396918067952216,51.27575243743458,11.120221797979077,10.0145752971919,1025.7358984093232,242.57737466732917,67.27793741097155,5.9027846779857285
6056,East,Chennai,Commercial,Monthly,ProviderC,5.6557920411660625,9.485076538940907,7.821899272169847,168.24841217824994,7.255721842891679,10.6345246730765,201.5094536778322,449.3098232129036,46.10189728042455,-15.750759429285552
9110,North,Mumbai,Commercial,Monthly,ProviderA,7.341004110237719,12.800356652566084,7.972557542710923,56.313186915824325,18.69663083668852,28.74110004248118,1770.8691497251903,260.27527723094636,65.72173299140734,-44.92998793290446
4840,South,Mumbai,Industrial,Bi-Monthly,ProviderA,9.089074826997638,6.476948704871121,4.430361555581011,83.28213205623501,21.030663058895474,7.201368643796129,900.7582775801524,314.77914475132525,98.85141900322813,-49.97944318646389
2028,East,Bangalore,Residential,Monthly,ProviderC,4.349973730874721,6.840239962534399,7.502245594228224,132.99047327193912,33.92149120195228,19.933214161114652,792.2421999098955,252.58896679474353,28.373902544533237,-24.22736450255346
8385,East,Chennai,Commercial,Monthly,ProviderA,5.745265903562194,5.206701109720326,4.952752512197083,50.29491350258654,11.088478476982935,14.4322680100535,943.6641506264225,225.89190575789877,89.68634170541682,-33.495636293516064
1502,West,Mumbai,Residential,Bi-Monthly,ProviderB,6.860776739727745,5.030891579136721,7.144218142739286,161.61103647450534,39.28084548844524,14.817264158576414,422.2053973001423,133.77536267811934,32.128022511426344,-1.8891519862899528
7910,East,Mumbai,Industrial,Bi-Monthly,ProviderB,4.174753444010628,9.23103449058697,7.60808916114621,75.34077578764905,26.67973856552041,0.5779797829031963,1789.7034236830907,548.7178191938301,67.22958180117541,-23.68005677032058
7938,South,Delhi,Residential,Bi-Monthly,ProviderB,8.566543018694263,8.002664723878937,6.1501033762885084,127.81181179220931,40.786875595017484,16.441720569566755,1379.2040003793836,385.8671568188189,51.08327067503302,-26.472370515649423
5488,North,Mumbai,Residential,Bi-Monthly,ProviderB,4.372778931928522,7.875240530502107,5.671245402574105,84.91821233805334,20.47019775868796,8.305284121788727,1356.6248481500404,583.9601441430366,76.11464592652061,42.974616082852094
1206,South,Delhi,Residential,Bi-Monthly,ProviderA,8.382923402502115,8.720873042436406,6.248296615721582,91.63713419409737,23.93878706504287,9.141059644777963,1662.8341155540131,478.3248092996258,17.465086228176474,24.82786975393165
6134,West,Delhi,Commercial,Monthly,ProviderA,7.894389908223432,7.498499124410087,4.363425233932252,182.21853866692126,27.1908829954706,21.556555358105932,1842.9418032515198,240.72973103585807,69.02518013595993,-8.315572862392528
6977,West,Chennai,Industrial,Monthly,ProviderB,7.278678119217163,13.615608063557733,4.077522004167171,180.23075330032577,41.06875483040262,21.83374429945845,1073.83154848695,53.99243404390987,31.131883391727932,25.66897867346654
8721,North,Chennai,Residential,Monthly,ProviderC,5.854181787508839,12.406598882085031,5.806508994551794,95.06540960783128,23.586826036762133,5.954111433076569,814.6529545495811,382.67156634887516,42.436143893573764,-46.81879778398146
8035,West,Chennai,Commercial,Bi-Monthly,ProviderB,7.931145247023257,8.60097826403291,3.558840658483291,152.8774451237856,15.36121262879762,23.566473767334923,1714.1688602691145,312.46031890147106,67.14726407930105,2.3669556775495977
2484,South,Delhi,Industrial,Monthly,ProviderC,3.660766915970197,9.422772071042775,6.84400505939856,141.87229677943486,6.5161854049437125,2.424390001633058,861.2614404084874,262.1457858980973,91.83340577412393,-33.13799514151313
8858,North,Chennai,Residential,Monthly,ProviderB,5.526556219760491,11.65794638814133,7.375518078936388,179.60219382516246,37.85479496449417,6.606928314974146,1744.5116541368482,55.818937192217184,56.037858769911566,-30.631448222614942
1863,South,Mumbai,Residential,Monthly,ProviderC,5.644268551581185,7.880064172986174,2.678083242907527,131.74540362366372,14.039491913663447,8.21870222759509,856.015650044522,490.6862927723589,52.84411350103032,4.035445513281999
3790,West,Delhi,Commercial,Monthly,ProviderA,9.236806794868563,13.575178485672128,6.325072731266443,140.03736009371846,5.5419006856402175,6.871773597744476,1475.4811528144508,475.7186190070683,42.37924672104043,27.857110490329717
8408,South,Chennai,Residential,Monthly,ProviderB,3.3842854228687362,9.291029735992588,4.681870621880863,177.1892826242284,25.619187012985794,4.515189069846109,1763.6274672155312,575.50881893973,24.195433571236926,-8.019411660744382
9755,West,Delhi,Industrial,Bi-Monthly,ProviderC,4.025055430438288,11.756092907341813,7.853695353916192,194.11866663411683,28.676111934479472,6.627126709831547,1741.4654125493403,537.0032667316601,78.69368053526547,-19.187440586126357
6116,South,Bangalore,Commercial,Monthly,ProviderA,6.440307593496924,13.476896324870214,3.032522298156226,73.51982113888366,40.23411291183092,24.258019872583766,398.51398069977415,137.5656921915023,53.740871596772244,14.298045336351265
7019,West,Bangalore,Industrial,Bi-Monthly,ProviderA,7.516381038769284,11.218851723982791,5.4958304067501045,137.4237619675171,18.120885377222038,28.92012657067049,1896.1016230666637,529.6844703402173,32.054443330386285,-36.177806206922725
2757,South,Delhi,Commercial,Monthly,ProviderA,8.71241438716794,6.454702607297246,6.690095994552408,156.18204778007456,27.8314197952718,13.322099941168752,1335.6425339412915,346.33023994440515,38.80913573365723,-19.149870680910574
8574,North,Mumbai,Commercial,Bi-Monthly,ProviderB,3.5761959064309865,7.02057136642111,6.643961734854216,55.989687191416124,9.877444945569199,24.449751709700465,779.7116129661858,559.7985228670638,76.03082625468082,-26.843125716573557
7374,North,Chennai,Residential,Bi-Monthly,ProviderC,9.302340356139126,8.29397768115686,6.02020837687971,162.54070939247993,10.547484676586343,15.408106751441215,1161.3042995347043,153.33396209089847,87.8855960004581,29.712964646381934
