household_id,region_name,city_name,meter_type,customer_category,grid_zone,voltage_reading,current_reading,active_power_kw,reactive_power_kvar,energy_usage_kwh,frequency_hz,load_factor,peak_demand_kw,offpeak_demand_kw,daily_consumption_kwh,timestamp
7949,South,Chennai,Smart,Residential,ZoneC,248.094035,17.04470919,9.162735685,1.119011552,16.12514689,50.37157258,0.737060985,4.659742796,3.144339297,23.31645221,23-05-2023 20:48
3433,North,Chennai,Analog,Commercial,ZoneC,218.9112633,20.52849438,6.402920937,2.309912956,43.01345095,50.33361958,0.525406917,9.415095009,2.491312353,46.25327019,30-04-2023 23:12
6311,South,Mumbai,Smart,Commercial,ZoneC,212.1360527,5.95191987,4.29613775,1.156538616,34.76351224,49.37904351,0.594542902,9.013723894,4.171408126,30.40157785,07-06-2023 00:39
6051,South,Mumbai,Smart,Residential,ZoneB,227.8371206,13.53410565,9.664762983,4.790410175,24.53344196,50.34897484,0.260445911,13.6795621,7.615459322,48.31534734,24-10-2023 11:44
7420,North,Mumbai,Smart,Commercial,ZoneA,214.5390229,24.35046954,5.609549898,0.941319142,1.445021577,50.08679354,0.496436073,9.72967428,3.063593141,11.99199818,15-03-2023 15:35
2184,South,Bangalore,Smart,Residential,ZoneC,242.5541119,24.85081866,7.59936317,2.877187763,20.73658435,50.48894441,0.279664176,4.452121941,0.802052172,14.26989936,05-11-2023 10:04
5555,North,Chennai,Analog,Residential,ZoneC,210.886015,14.97627774,2.121691324,4.701670598,48.8086396,50.49479947,0.909831327,11.86973478,4.239698661,56.32891017,23-08-2023 12:09
4385,South,Bangalore,Analog,Residential,ZoneB,223.8470469,7.636580929,7.653249763,4.541894169,4.698860967,50.86770901,0.614106091,2.941041684,7.662036804,10.94884945,14-04-2023 00:06
7396,East,Chennai,Analog,Residential,ZoneB,230.6412693,27.1413201,8.682349511,2.643954462,4.555358883,50.12891734,0.53033632,12.26397499,4.096643807,6.28564325,16-08-2023 04:23
9666,East,Bangalore,Analog,Residential,ZoneC,216.334598,27.7698671,9.055901296,2.784130493,18.2774928,50.60710316,0.979066934,9.071509683,4.098808223,50.94706216,18-07-2023 20:06
3558,West,Chennai,Smart,Residential,ZoneA,230.3196167,27.71400648,1.567886612,3.540477097,17.60468995,50.99238028,0.810464166,13.24098962,7.672650593,66.94593771,09-08-2023 14:36
8849,East,Delhi,Analog,Residential,ZoneA,222.0028372,18.58349491,3.851883231,2.235070359,42.13593424,49.76873454,0.962459179,14.40745856,1.731191444,15.71730853,11-02-2023 02:44
3047,West,Chennai,Smart,Commercial,ZoneB,218.0614829,18.56800966,3.46894241,3.239924846,36.11225007,50.53881273,0.54883473,4.672901608,2.047127951,52.14415636,11-09-2023 15:25
3747,West,Chennai,Analog,Residential,ZoneC,240.1975897,14.04904295,8.185520378,0.899190976,33.19681139,50.23666402,0.886315246,7.137096049,1.674487198,71.57303935,02-01-2023 00:40
1189,West,Chennai,Smart,Commercial,ZoneB,241.085203,19.56284935,1.733391276,3.488465471,10.51827491,49.01845275,0.201972568,5.036284346,9.700614789,39.5102048,03-02-2023 10:31
3734,South,Mumbai,Analog,Residential,ZoneB,243.506582,14.71315945,6.173591213,3.463248431,8.979781979,49.33717681,0.245846541,5.674762789,1.015697841,22.40560569,02-11-2023 10:12
4005,North,Mumbai,Smart,Commercial,ZoneB,225.888316,16.1151281,8.585917532,1.029614916,1.531612356,50.82717115,0.904785568,13.22344008,5.113700295,31.57632853,19-05-2023 15:00
5658,East,Bangalore,Smart,Residential,ZoneC,245.0715757,5.081868047,1.691036873,0.938404252,17.00646354,49.83064898,0.257464208,7.499069905,1.129858076,11.38025382,02-04-2023 14:27
2899,North,Mumbai,Smart,Residential,ZoneB,216.4851238,12.25585001,8.934835372,3.822145351,48.28192903,49.05246748,0.832494076,4.112807672,7.933156573,10.80214974,08-08-2023 09:38
8734,East,Chennai,Smart,Commercial,ZoneA,240.7966393,9.405997238,6.793081831,3.038307486,49.25387817,50.13026361,0.988299207,11.15379365,6.423861062,47.59760824,05-10-2023 02:47
2267,East,Bangalore,Analog,Residential,ZoneB,239.5329871,20.55540623,6.721137771,0.116730154,2.383363054,49.59334197,0.530694483,14.5247651,9.865903153,54.77672416,11-06-2023 17:51
2528,South,Chennai,Analog,Commercial,ZoneA,235.7404798,25.75584046,3.099901133,2.802200401,9.914527013,49.72497779,0.929849193,13.30982713,6.063843682,65.81318604,26-06-2023 01:57
4556,East,Bangalore,Analog,Residential,ZoneB,236.2850136,8.135581587,1.757229906,2.044911944,1.729151514,49.57391067,0.892821218,1.250321263,2.281873963,10.59322742,21-01-2023 09:47
4890,North,Bangalore,Smart,Residential,ZoneB,218.4322924,12.11400576,6.187560863,3.709319893,44.64700661,50.70089159,0.347541963,14.12427882,3.576769288,60.56730418,13-03-2023 17:41
9838,North,Bangalore,Analog,Commercial,ZoneB,242.1767614,28.48291392,6.721991693,0.212800416,3.837509678,49.82683028,0.914530968,7.657262175,2.840811386,43.05648251,13-08-2023 01:35
6393,East,Mumbai,Analog,Residential,ZoneC,227.8390701,6.042765843,0.779504359,2.201336325,29.13983901,49.92699924,0.911109853,3.490499756,5.352778291,74.74277178,27-01-2023 17:30
9792,North,Delhi,Smart,Residential,ZoneA,214.6177347,25.59903096,7.001116491,3.126746079,24.97517842,49.03520649,0.350113036,3.147325733,2.862808529,59.0359458,22-08-2023 02:37
9433,West,Mumbai,Smart,Residential,ZoneB,249.7200987,26.33285899,0.541965816,4.728946089,34.11698496,50.50692181,0.512960875,11.30974758,8.072893051,70.66040628,15-09-2023 21:26
8513,North,Delhi,Smart,Residential,ZoneB,228.6612707,13.21191767,6.400748585,4.60323441,12.25067446,50.03549462,0.634715025,3.133499417,9.445779342,55.0340767,11-11-2023 17:06
3612,West,Delhi,Analog,Commercial,ZoneA,248.3687537,21.34415327,7.785272721,2.026423702,7.635265796,49.59327352,0.958398364,1.644521312,6.638326961,64.13527916,02-02-2023 04:38
8041,West,Chennai,Analog,Residential,ZoneA,213.6371007,7.940571801,6.741164142,1.592748119,27.54512093,50.68105585,0.94212105,5.727845317,9.049330884,9.832851961,03-12-2023 00:55
7235,North,Bangalore,Smart,Residential,ZoneC,212.6605714,20.39377401,6.883994463,1.892941747,9.218562033,50.68655827,0.978381079,12.80685599,7.427302809,69.92638964,27-05-2023 21:34
6486,West,Chennai,Smart,Residential,ZoneB,212.2318212,10.62550203,3.528991637,2.939704346,26.87062852,50.28837209,0.802966393,7.601233502,7.394048161,13.3409454,05-11-2023 02:58
8099,North,Chennai,Smart,Residential,ZoneC,246.6995786,29.07431987,1.581113642,4.319789108,38.48760244,49.9161309,0.906466141,7.392001999,8.48306607,9.630835771,04-12-2023 02:51
1775,North,Bangalore,Analog,Residential,ZoneA,210.667225,7.664826081,5.167829609,2.536565332,34.61008126,50.97138126,0.778316856,12.40462167,4.331368746,47.60585171,06-05-2023 02:28
9226,East,Delhi,Analog,Residential,ZoneA,244.3883035,16.89071961,1.409886327,4.79695032,1.469222015,49.19065452,0.30619826,11.86031172,8.706287501,70.79427903,03-02-2023 03:33
4152,North,Delhi,Smart,Residential,ZoneA,246.0634126,23.33477451,0.653297027,4.879774956,36.78283906,49.93328635,0.278863618,3.337605546,4.937188015,26.02366831,25-01-2023 19:42
2585,North,Mumbai,Analog,Commercial,ZoneB,230.3254454,19.70192026,5.940686348,4.608128963,34.90944435,50.75534112,0.563646907,7.924359993,8.124783868,41.55177278,06-07-2023 09:45
4943,East,Mumbai,Analog,Residential,ZoneA,223.9999328,6.173701152,1.166253924,0.807548941,45.61188931,49.86618245,0.525624902,2.937192885,5.864178465,54.9647605,11-12-2023 05:50
8555,South,Mumbai,Smart,Commercial,ZoneC,247.9746801,26.45426404,9.404557202,4.473702208,7.982351847,50.60811424,0.866420419,7.539209205,6.276676441,62.51641911,16-10-2023 16:45
4073,North,Mumbai,Smart,Commercial,ZoneA,212.0538568,25.633227,4.341369079,4.06970056,4.78543336,50.18318297,0.333740311,6.836889705,3.891774766,51.12801065,07-04-2023 09:51
2021,South,Delhi,Analog,Residential,ZoneC,231.8251599,15.24393424,4.917238294,3.187549503,42.05038596,49.81129774,0.937057087,4.218470439,8.088710309,13.92480802,26-08-2023 20:36
4843,South,Bangalore,Analog,Commercial,ZoneC,231.4160296,24.17783415,8.934817506,3.503008587,23.04720602,50.77848422,0.409396686,4.363982836,4.385565463,57.24504237,26-12-2023 16:14
8989,East,Chennai,Analog,Commercial,ZoneC,231.4766309,12.25836141,6.50108452,2.579384561,21.75667475,50.11389928,0.695967704,5.231739408,9.686005134,56.9482375,02-01-2023 06:26
7873,South,Bangalore,Analog,Commercial,ZoneB,235.4461738,12.70369373,0.77122238,4.466538872,46.42753065,50.52608864,0.941004604,14.3317149,8.42151638,42.73580472,03-07-2023 21:16
6675,South,Chennai,Smart,Commercial,ZoneC,211.6729649,28.70473307,9.798998262,1.226157571,41.62082709,49.6161625,0.977855769,5.416534752,1.145876378,5.36490658,02-09-2023 21:01
1161,West,Chennai,Smart,Residential,ZoneA,213.5433773,11.40533895,1.265621841,0.314114423,42.49093957,49.32303245,0.249981069,7.862355444,1.029915529,23.69301848,08-09-2023 14:47
5297,South,Delhi,Smart,Residential,ZoneA,213.0907952,20.07179175,1.377856061,1.497474914,26.7985068,49.98037262,0.799968899,9.064754741,4.533165092,26.6300426,12-12-2023 22:01
1995,East,Chennai,Smart,Commercial,ZoneA,228.7333483,12.29479162,4.511636053,1.210897808,47.04694609,49.23964827,0.262793403,12.68335944,7.797453844,14.66906337,21-11-2023 22:26
8629,North,Mumbai,Smart,Commercial,ZoneB,243.6564138,5.332341709,7.047001038,2.989438541,12.46337123,49.06706364,0.298136747,1.076253523,5.27572948,71.37856138,27-05-2023 21:22
2016,West,Mumbai,Analog,Residential,ZoneC,217.4828664,14.15671308,3.763136313,2.834793507,2.851007449,49.45962271,0.316492282,14.36088954,9.994411653,63.9904619,04-01-2023 21:53
8869,East,Chennai,Smart,Commercial,ZoneA,226.0555531,6.906669853,5.016689613,2.06492885,9.814745446,49.30661026,0.66287378,2.184819236,3.268204874,65.52258625,01-08-2023 23:18
7439,East,Bangalore,Smart,Commercial,ZoneC,211.7060257,16.83274774,6.013863235,4.942830286,30.79946863,50.885448,0.782736102,14.78584893,5.129036145,60.94610733,04-12-2023 03:51
8892,West,Chennai,Analog,Residential,ZoneC,225.5760333,7.161334957,1.787381149,3.133318671,3.082818311,49.8363504,0.690837763,9.39832517,8.541043184,78.10056905,28-12-2023 13:09
7863,West,Mumbai,Smart,Commercial,ZoneB,218.5557498,15.68869627,1.728702342,0.137232243,45.70517954,50.2484397,0.59229348,4.989159775,3.321058991,58.99153376,08-07-2023 06:59
8916,East,Chennai,Analog,Residential,ZoneC,231.0788569,20.46147978,5.974008118,3.665728958,19.04407959,50.42136225,0.319309169,2.660778598,6.795234387,58.41774504,14-05-2023 11:48
9529,North,Chennai,Analog,Residential,ZoneC,220.0874807,25.29008305,1.577744263,0.147893058,33.48548592,49.86405486,0.694903413,1.241009768,0.514807089,56.2612656,25-05-2023 21:44
1878,South,Chennai,Analog,Commercial,ZoneC,234.8162041,24.35868486,6.242046764,3.076217904,37.7280453,49.40405762,0.602710761,14.51270529,5.431492177,21.29346185,21-01-2023 19:20
5887,North,Delhi,Smart,Commercial,ZoneB,212.8042522,16.94193689,0.662509519,1.607435084,33.96951374,50.50356733,0.671326606,6.989055662,9.237991296,35.81077905,10-10-2023 13:45
5859,South,Chennai,Analog,Residential,ZoneA,238.794447,28.9296825,6.881739129,4.979703873,11.51703479,50.29556445,0.540473597,7.56302133,3.964459743,25.72895445,17-12-2023 13:22
7331,North,Bangalore,Analog,Commercial,ZoneA,218.7378353,11.32413116,6.772677033,1.635354886,6.668112954,49.39536944,0.989097975,6.182812973,5.394896455,14.34851022,09-12-2023 04:14
9571,West,Bangalore,Smart,Residential,ZoneB,243.7048035,12.70885493,3.624108899,0.476097251,39.80834223,49.84738247,0.222773004,2.439291089,2.257616629,58.88370134,08-05-2023 09:03
9684,West,Mumbai,Smart,Commercial,ZoneC,222.676951,24.20617705,9.334263361,3.406723089,43.70316256,49.88858707,0.367014703,13.52675516,2.864814221,49.93400495,13-07-2023 09:38
8208,West,Bangalore,Smart,Commercial,ZoneB,220.0189241,6.902547413,6.812084348,1.947022133,39.04890812,49.57930421,0.408439682,11.50275513,2.252232172,66.73350737,24-12-2023 20:25
6276,East,Delhi,Analog,Residential,ZoneC,220.9548201,14.9362977,2.683360752,0.384915976,3.627227211,50.40093835,0.3286497,8.972385266,8.517891443,54.78320247,16-01-2023 18:54
3062,East,Bangalore,Analog,Residential,ZoneA,218.6444365,19.15254292,4.922977988,3.194587302,13.35542526,50.92309983,0.553294487,12.4553902,8.486078984,63.51330979,12-11-2023 10:37
1064,South,Bangalore,Smart,Residential,ZoneC,215.7875808,28.02912075,3.515817455,0.859972121,34.31323979,49.58568973,0.52827537,6.074408997,7.755701197,72.71692393,10-09-2023 17:08
9006,West,Mumbai,Smart,Residential,ZoneC,211.2486953,22.09182427,9.076171377,0.103037111,18.60330156,50.65520023,0.578961401,9.615554882,6.330830089,66.29520703,06-05-2023 10:47
3568,East,Mumbai,Smart,Commercial,ZoneA,230.8360562,6.703775483,8.683685164,1.73025317,8.637174754,49.28645099,0.434350896,13.85017825,1.714271664,77.18052415,30-01-2023 17:17
6463,East,Chennai,Analog,Residential,ZoneB,211.3892913,21.1786419,5.637246694,4.587591641,11.20841475,50.21863868,0.774227768,7.017225112,1.367435526,66.40012395,28-10-2023 21:57
3027,West,Bangalore,Analog,Residential,ZoneC,231.6190485,25.88146297,7.066685698,1.87193689,43.61914002,50.02354147,0.471479003,5.585289709,4.566152297,58.17789071,11-09-2023 04:05
3695,North,Mumbai,Smart,Residential,ZoneB,237.1353323,9.162293062,2.715078509,4.1220519,11.8317257,50.9518996,0.595076416,2.264492219,8.376742918,20.77588167,24-03-2023 15:07
6258,West,Chennai,Smart,Residential,ZoneC,233.2321697,21.34233955,1.822819977,1.724263229,25.86616141,50.0454219,0.899013783,8.092477143,7.773868187,6.170738238,08-03-2023 15:38
6618,South,Delhi,Smart,Residential,ZoneC,248.145656,22.38228339,5.09870773,3.037690047,13.12984615,50.05446643,0.738595368,8.924272653,5.163498978,74.67638948,02-12-2023 07:41
7736,West,Chennai,Analog,Residential,ZoneC,248.0045888,14.54511438,4.612659982,0.447746028,46.28846139,50.9255706,0.957144075,12.08010461,2.890809062,10.61847629,04-01-2023 10:45
1391,North,Chennai,Smart,Commercial,ZoneB,229.2922655,26.38615593,6.704169566,3.822022719,37.12106038,49.57081232,0.659568774,5.653793262,9.993665762,25.95312716,22-09-2023 12:08
6892,North,Chennai,Smart,Commercial,ZoneA,238.9358446,11.79887831,1.224099156,2.356734039,33.24028733,49.96665026,0.746534113,8.762269891,6.311135992,71.28142044,24-08-2023 04:09
4561,West,Chennai,Analog,Commercial,ZoneA,217.2995903,5.131223272,5.270305669,4.354685137,4.284120479,49.51410947,0.351987392,10.27800359,5.363858216,73.97808018,10-11-2023 07:48
7184,East,Bangalore,Smart,Commercial,ZoneC,234.7695135,28.99628018,9.038499654,4.681593258,36.51805641,50.69946914,0.787442466,9.126831576,8.184791916,37.50803545,17-02-2023 04:06
4099,North,Chennai,Analog,Residential,ZoneB,216.5330166,20.05380877,7.481816822,2.354917889,12.34352647,50.50402562,0.866316544,5.25653205,6.449602107,72.81765383,13-07-2023 10:10
7278,South,Delhi,Analog,Commercial,ZoneA,232.3593265,21.76537988,3.014272347,2.77892517,19.47284076,49.9843258,0.903418279,13.44683519,3.755015499,62.4893703,01-02-2023 12:19
9392,East,Chennai,Smart,Residential,ZoneA,249.8466244,25.74094702,2.44848076,0.10900605,32.38370474,50.20344754,0.638723778,4.344948374,2.656121604,64.01724872,02-10-2023 10:58
4104,South,Delhi,Analog,Commercial,ZoneC,210.2639078,11.57878019,1.693354072,4.879815647,47.17051775,49.16668546,0.698004361,9.934031667,7.200147932,26.25144701,01-02-2023 22:29
8215,South,Mumbai,Analog,Commercial,ZoneA,213.4400175,18.46667373,8.477960686,3.685907355,23.20351043,50.01781033,0.527741259,13.87456803,5.591859236,51.38441573,19-11-2023 01:49
3454,South,Chennai,Analog,Commercial,ZoneA,235.4566338,26.38973012,4.468172488,1.284365195,42.78919067,50.44733788,0.592109199,3.26417306,4.549583671,17.86173703,11-04-2023 19:39
9996,South,Mumbai,Analog,Commercial,ZoneB,215.3288688,27.10383764,2.133523954,4.080375126,45.80124568,49.52015985,0.695053582,13.02571414,5.201934185,29.75536241,07-04-2023 13:15
3731,North,Delhi,Smart,Commercial,ZoneB,235.4395973,23.85303542,1.080108955,3.779972256,1.61667743,50.80619416,0.213609032,5.566796197,1.49498248,34.59274452,22-06-2023 16:49
9154,East,Chennai,Smart,Residential,ZoneC,248.6315839,15.14166917,5.445390432,2.310503831,41.14226223,50.90120764,0.750207523,11.12826965,1.140237862,54.35068418,28-10-2023 06:58
6056,West,Bangalore,Analog,Residential,ZoneA,216.0811155,22.58443193,7.118978913,3.753680898,30.57511862,49.34665919,0.396672396,2.617899125,7.045688284,77.79732981,25-11-2023 09:46
9110,North,Chennai,Smart,Residential,ZoneB,215.2556216,19.1422738,3.335502289,0.436295601,46.25826778,50.85527412,0.61436201,4.922336657,2.409414004,7.213430375,04-01-2023 19:29
4840,East,Bangalore,Smart,Commercial,ZoneC,229.6225584,20.15471379,1.458411044,4.477555886,46.35707444,50.18665131,0.496244495,7.048825535,7.300327785,13.364345,04-09-2023 17:50
2028,West,Bangalore,Analog,Commercial,ZoneC,224.4242221,23.46332197,7.925608974,3.490099869,14.60755091,49.23749594,0.415787159,8.4197668,8.400053101,69.63863185,06-07-2023 18:18
8385,West,Mumbai,Analog,Commercial,ZoneA,215.0540917,21.62533014,7.824270527,4.139197523,27.83257838,50.83479249,0.279831108,6.045127908,3.160573165,74.56729185,16-11-2023 05:08
1502,North,Mumbai,Smart,Residential,ZoneB,238.4929618,11.45446819,4.740555331,3.100758995,35.95960442,49.25466187,0.318180865,8.375626085,1.649261414,51.64155179,06-12-2023 11:18
7910,East,Bangalore,Analog,Residential,ZoneB,239.1328138,15.72041499,1.514377152,4.211539104,25.61708067,49.1422956,0.233893715,13.17310729,9.162964175,78.90126702,22-10-2023 19:24
7938,South,Mumbai,Analog,Residential,ZoneB,222.7189059,28.29931275,1.496632457,0.862063535,22.7402426,50.1635745,0.787917616,1.190343505,8.468012418,60.74496167,01-11-2023 03:23
5488,South,Bangalore,Analog,Residential,ZoneA,218.3429697,18.22330824,2.803937959,0.80597171,31.06275488,49.22459765,0.410443331,8.038754377,3.239501965,12.90419953,02-12-2023 09:48
1206,West,Delhi,Smart,Commercial,ZoneC,223.2333408,26.97139681,5.067214795,3.404454149,17.28980916,49.00900649,0.592501017,10.11233368,3.713273219,7.538545543,09-07-2023 21:17
6134,North,Delhi,Analog,Commercial,ZoneA,240.8204481,8.648675472,1.493370742,2.480781154,24.00269869,50.91959301,0.379584542,4.915500745,5.241778643,27.37711459,16-10-2023 15:15
6977,North,Chennai,Smart,Residential,ZoneC,248.3531608,9.8735826,3.293251151,3.064478587,47.34779647,49.35091645,0.981065253,12.55549879,4.462912061,47.75243168,04-06-2023 13:22
8721,South,Mumbai,Analog,Commercial,ZoneA,220.0117681,14.19811862,3.632392158,1.329597383,13.09856383,50.91550264,0.668490723,12.03847591,4.031692876,12.04532317,11-05-2023 02:20
8035,North,Delhi,Analog,Residential,ZoneB,246.7753952,13.81368673,8.397948934,4.473880708,33.68127693,49.05522881,0.535208589,4.903740626,9.657930852,59.25646619,12-09-2023 12:18
2484,North,Delhi,Smart,Commercial,ZoneA,212.6479264,28.11227301,9.212646793,3.519328451,3.109078047,50.79229591,0.960970388,11.04418722,7.828540927,25.35988319,07-09-2023 07:31
8858,East,Delhi,Smart,Commercial,ZoneB,239.9338896,27.89188876,6.769027994,1.35780786,47.88463046,49.05611057,0.466063833,9.860714908,6.736542957,65.22359816,30-08-2023 06:04
1863,East,Bangalore,Smart,Residential,ZoneA,242.1997617,19.39523936,3.361454706,1.978621128,22.02446168,50.91878137,0.828055903,4.696602264,5.829501461,12.73383842,21-02-2023 02:16
3790,West,Mumbai,Analog,Commercial,ZoneB,248.8118434,9.958047261,6.839781052,0.993800537,30.91320724,50.85252643,0.346247187,8.678064056,3.143155626,69.23088076,10-02-2023 17:01
8408,East,Delhi,Analog,Commercial,ZoneB,220.493355,28.74719993,8.229731741,0.959799333,24.5636508,49.58573808,0.477319333,10.35389174,1.38604957,49.40552945,08-08-2023 18:35
9755,North,Delhi,Analog,Commercial,ZoneA,225.7373537,24.03808074,5.030362521,3.083050176,28.68375985,49.59965271,0.36504903,3.466827412,3.766692538,73.03644544,21-05-2023 13:12
6116,South,Mumbai,Analog,Residential,ZoneA,244.9244867,25.99954459,8.476054682,3.599882774,21.011544,50.23491054,0.496893234,8.312220558,5.805147344,44.34427072,22-01-2023 22:01
7019,South,Bangalore,Smart,Residential,ZoneA,215.4721143,6.007041493,8.044508124,3.691218838,35.84677582,49.81120913,0.478895686,14.36536834,9.525319232,18.39500194,03-07-2023 02:55
2757,South,Delhi,Analog,Commercial,ZoneC,238.1595611,12.07864906,2.732072911,3.270615416,45.50214095,50.35136327,0.490596748,6.790766639,5.818784441,12.14757128,05-11-2023 03:05
8574,West,Mumbai,Analog,Residential,ZoneA,234.9805104,7.478889493,2.484241849,1.976196171,12.60999281,49.31598683,0.89873066,6.573062956,2.544900305,20.4602402,15-08-2023 21:12
7374,South,Bangalore,Smart,Residential,ZoneB,231.7283977,6.194211209,5.584297989,4.454420892,24.78858868,50.49395583,0.780874021,7.381309312,2.315472565,66.28063524,26-12-2023 21:46
7892,East,Mumbai,Smart,Residential,ZoneB,216.9525055,5.771372116,5.651763029,0.319487017,29.08365098,49.95795994,0.494031905,5.941581505,8.011267066,15.47355319,27-07-2023 20:09
2678,East,Delhi,Analog,Commercial,ZoneA,248.0780743,26.49219613,5.887280419,2.299630056,20.91926731,50.17743579,0.582986369,13.40130454,1.103225425,75.20992953,30-08-2023 01:57
4242,North,Mumbai,Smart,Residential,ZoneB,238.8145168,22.84180565,5.08352116,3.971075623,4.61799193,49.72412507,0.399898516,4.103784864,7.187148961,20.84681637,25-10-2023 01:19
5636,West,Chennai,Analog,Residential,ZoneB,220.2799886,25.79498269,2.199283012,3.521805283,20.1169133,49.74992256,0.297461396,8.821631886,7.208320077,5.356444056,10-06-2023 04:12
2059,South,Mumbai,Smart,Commercial,ZoneB,243.0155494,25.87997115,6.650776466,3.1134859,46.16279356,50.77192826,0.719871185,1.627504777,2.469127494,54.83157397,25-10-2023 04:17
7668,North,Chennai,Smart,Commercial,ZoneB,241.705909,6.830031389,4.751548078,4.129402123,18.82322131,50.11159129,0.516605663,14.7948275,1.018333914,23.63751766,18-04-2023 07:55
4157,South,Bangalore,Analog,Residential,ZoneC,247.5111496,16.90717589,8.056747069,3.513701571,43.6851595,50.16545431,0.931854408,10.85596965,5.934608086,48.7346358,27-08-2023 07:33
6915,South,Chennai,Analog,Commercial,ZoneA,243.1773828,12.32051691,8.041772683,0.482220429,6.35553862,50.70279491,0.672113434,13.62264001,5.099653177,9.198334271,14-10-2023 07:47
3693,North,Bangalore,Analog,Commercial,ZoneA,238.5081015,28.89661027,2.437112652,4.764843152,24.4802543,50.81958692,0.961850033,4.061531598,8.478390543,66.03455024,20-01-2023 23:54
4627,East,Mumbai,Analog,Commercial,ZoneC,243.8312414,28.44870687,1.047540258,1.159928544,44.72358343,49.11375767,0.715550937,11.0393015,4.808572448,47.54575414,27-05-2023 19:42
6450,North,Chennai,Smart,Residential,ZoneA,241.5908872,20.54415599,9.227320633,4.013531222,28.62436894,50.93568038,0.283362763,12.57982347,6.68313596,67.5528603,21-03-2023 02:30
2663,West,Chennai,Analog,Commercial,ZoneA,230.8061808,29.89245354,7.89894382,3.020467983,1.179302999,50.53581676,0.4557903,11.33386997,0.668912565,12.11368702,15-05-2023 21:32
6592,North,Delhi,Smart,Commercial,ZoneB,243.4209286,17.04860906,0.889838409,1.493807247,8.449467505,50.94395784,0.542432913,10.208763,1.406893823,58.53086438,07-08-2023 13:43
8392,South,Mumbai,Analog,Residential,ZoneA,242.5363999,10.06623393,8.666592923,0.392802948,12.29441149,49.66634126,0.814386162,1.384300311,6.88599976,68.7581924,15-11-2023 16:13
2306,East,Mumbai,Analog,Commercial,ZoneA,217.6069895,26.77367069,7.158971424,4.207641218,16.91478075,50.95189973,0.842269578,5.147303492,1.184649056,52.55044799,18-07-2023 08:20
7776,North,Chennai,Smart,Residential,ZoneC,244.5137859,26.7832186,2.592871707,1.605630688,17.42296618,50.49012259,0.84406166,10.94479346,8.277586952,76.25007835,24-10-2023 22:26
6864,East,Mumbai,Smart,Commercial,ZoneA,243.0336731,21.71318657,4.185851362,2.172750065,8.557465071,49.10231783,0.91105816,7.299545405,2.760497952,51.90619903,18-09-2023 02:39
8526,East,Bangalore,Smart,Commercial,ZoneA,245.9276412,5.916915741,8.043404615,3.717056009,24.53815166,50.36040365,0.765342072,8.754535664,1.581153327,68.50377174,29-09-2023 16:03
9901,East,Mumbai,Smart,Residential,ZoneB,221.8707542,14.80457005,6.963493636,4.333802383,21.99886145,50.22281163,0.859855475,12.00574442,5.974789256,26.9031114,29-07-2023 13:34
